acc_x[mg],acc_y[mg],acc_z[mg]
286.78702717033855,947.841515706179,527.1606511907736
333.33809200899395,927.2554847985807,429.81242320262277
320.06036719980835,896.0185180464277,386.5479037183952
290.64869246888594,962.264381822539,413.3562429575849
312.8428158443506,946.4057552783062,390.1944088960043
332.87514084830195,900.1065603442563,422.0472842407958
306.25748854093905,776.8228701952248,457.3865693177589
253.26691581732806,603.694431839619,519.9706321730663
217.65230736286097,535.2102909760214,617.7838507543352
209.03366593077152,702.099085824415,668.1119444458608
290.36317192925213,778.8143759591707,665.1466096985209
332.6232709436964,792.9058343063127,547.9934534219128
395.0778298399556,783.9109175916344,462.61771349033575
421.4242376346663,810.5785359934331,439.37430213171683
439.35390780745723,891.1932209266163,384.42689399540114
420.331101854354,906.8519830931052,388.0132359164445
400.73827453819604,841.2658757067909,391.86572376907515
376.77290410078876,798.7518673553151,375.9520325493416
336.847955214064,794.8392162461188,336.12089755421067
332.6936313623919,810.2410099269374,324.23304594331404
332.33877012027557,837.1849714224533,308.4376418042859
330.3115742888755,884.0154385034647,351.42071961373153
331.7279601087018,950.0237084019518,378.6909902974003
336.23510577006425,984.9153380614177,390.41466759800755
380.4224684270368,1027.5170420072095,434.10440874304686
379.44252114636504,965.4836259069101,418.59962372471745
406.6352933978474,918.9876257437556,434.86307760550244
392.0411149577073,842.0734909474695,474.1496841429031
386.6906639882121,725.8707101813566,454.8382985015271
390.299439665941,652.4032161849358,462.9899099080726
369.33101517847587,765.1175477864512,501.5413010559162
358.0152243630598,800.0254929053245,501.2547608000694
376.30077549418,795.7681777161417,474.07014627829085
372.1474713587209,830.4793176059104,458.1921451260115
371.87418741364286,811.1016504106908,454.3294601112511
343.729000219239,780.1206324279954,426.54015387517654
328.7238761452688,780.3429305624245,438.0884399871516
315.499176579158,795.4622628522483,386.81914823104734
318.180010503077,802.8613236936162,351.5124940728995
317.7445916801355,779.5812025513301,343.73511851651693
294.7071629965381,714.1276582727028,359.3092442373288
315.23812922863567,655.3716100809145,297.020899083785
281.95765118567505,597.0652567390496,237.84982639331477
240.27675098020225,659.3607399060842,244.86445422238992
251.67309937644356,674.6778971412257,237.13500532801723
256.48106132063447,674.8879586810991,264.6785599567641
247.20980151223918,748.9275134730005,315.3095093635442
277.57287146986994,798.7773602606396,292.0487628293046
275.5538333681737,879.3706311533501,217.17915904003917
314.8220850137407,983.5285240117677,217.41573320145005
387.51765383693726,1102.5477609581255,178.85720404011565
395.9048196886807,1141.286779889157,190.62574885409393
378.27494608250527,1122.534198732493,241.44534576027496
397.6240612237615,1095.3689588187608,249.6754753152198
408.83176212060187,1025.6815528238492,254.00315092309813
418.50173096827154,1033.8392825276728,309.06476727526734
410.5224516017193,1033.829085365543,301.0967047870578
425.41846604090085,1018.1295345505347,289.59838476951865
431.57041395379673,1029.2709538935317,242.55785614863387
441.49531185471085,1009.4568481591575,199.60231067693863
441.08640565330677,970.7351644037466,195.80284806738285
426.98169099539604,982.7688354330991,230.87190834790678
403.83413296079704,959.7691362493819,234.52759097143266
367.04481142897936,956.6426863403916,285.0076223786921
371.0624933081124,941.2062223083316,292.9685468534107
398.7722616795746,968.215445641478,308.9913477079329
417.7654958625015,1006.6169385060139,293.4478134735104
420.3647524893823,1002.4106091274799,258.1788888152428
432.0354045469146,959.8690684382537,270.27170338494795
431.5724533862227,913.4097780587664,266.4967139645037
430.99937287452906,948.0230251920891,242.8229823640081
428.20942931582147,963.7674435204684,270.20032325003956
414.1332667118741,902.4315133098461,321.2167253853253
342.22797795373555,818.3630495633066,375.3677351593052
341.791539414581,814.3922746299706,363.6012297777529
337.6657676168723,775.7348329959773,363.6695507640224
340.8931694309474,763.9622093171471,348.05973497575627
331.6851320277567,802.263769992811,296.77208832781844
337.81056731911514,809.5312874427048,249.7437963014893
367.90137304788084,820.6941208261743,226.60949457765906
342.71030372247407,719.944119551529,187.32594718889735
403.3558860569104,730.8000183548919,156.80074235340308
406.3640488851953,726.6966803138687,133.31157938745648
449.296140883992,823.0537441430051,129.70484314215355
410.13495944078767,792.2980834433779,117.44785426215886
395.29197024468095,854.3508741517237,120.94140200782122
373.4782010166571,962.9914394823923,135.94652608179146
393.6991735200094,1001.7008866432474,155.74227692433197
415.9748741925123,997.4476503189164,132.54169364665816
430.8443760101564,939.2636629226087,129.036929022653
441.94092783978226,931.3343496504923,117.45601199186268
430.19073791763753,904.3424614929667,117.37035582997254
424.4476962061459,873.9997858595954,180.180795684561
414.7685499125594,870.6989644781858,234.99156184833762
394.5659323010407,860.0235554445198,321.06682710201756
388.5496066444709,887.5405974517292,364.0550034925281
384.9969153584558,872.1979473112634,375.82762717135824
389.28584175024093,876.1401701906361,387.6522563770503
404.6733594040779,872.1520600816793,387.895968551952
415.0336761279337,856.3138278617062,356.7079481780221
414.26990868441317,844.5371253180241,337.11308142943824
431.98339902005273,855.583711053214,290.2448848485467
437.0452703012752,808.5187092432177,223.76142719481172
429.6747615138707,772.9091993698155,129.58043776417026
458.5674006923874,749.0131696348907,79.07358782050956
451.9208904161972,880.6442567033596,82.45455889625917
424.4527947872108,1023.6217260736338,38.38997007132915
368.2858060601735,1101.7115936634837,68.68216975215798
361.7759377565224,1214.0639260093917,79.97950370411915
350.0797927936656,1194.8116839083684,79.86927238149624
366.4503168768132,1079.0738937353735,131.52503658231916
363.689945088282,982.8340972707298,182.8279789734517
364.53630954505365,928.9798249147264,218.34469467147298
344.562108365242,847.8512030102023,214.39431406239646
359.6753223577879,843.7947719149762,206.78519168115517
366.51048013337896,835.7930587917383,183.36638913390408
384.6583695757471,889.4301315943774,140.2864382842255
369.9805744061428,916.7666838318897,155.67293622184948
361.9727429856271,951.5084152080478,139.7378309616434
357.7093094991664,970.7443418496633,123.9097959038
400.2885796882728,978.1892899206152,128.44753305155177
424.9442980018661,996.7083560645073,58.111179658701
443.55717803735223,980.9486419929335,42.744770130472695
433.25192598899736,946.5954224939201,85.877032421877
392.91093288737744,889.5076300265637,156.10835504479104
359.9751189244034,867.042262138447,210.63564010135983
348.6878801629507,867.1992984352455,218.3151229012966
324.7214900093304,843.9946362927197,198.41128214018042
