acc_x[mg],acc_y[mg],acc_z[mg]
240.4949702497795,785.9860400850445,558.4108742536953
248.55582691337003,816.9099539598132,562.352077416855
237.6499620155711,813.3021979982972,581.8235585036684
236.8872142882636,762.905783320502,570.2079711216369
233.22541336745988,732.0879199318831,582.0315806111159
209.45174957809243,639.4171302126618,581.9877328139579
175.9173621981003,589.7681675189796,624.8239714887347
184.4962346978836,636.270285979412,640.4939505335666
207.6142209623062,732.6385666868912,620.8919457714919
208.594168242978,833.2937343537295,628.416431707056
208.42999393268857,868.009972824563,616.5224617988815
201.02379507782987,833.3875482453234,632.2271111949545
211.49424115268724,775.0964906466531,612.9575339183106
199.14343838109858,759.5397001014619,593.2015520080762
217.5656314847578,755.3170552635203,569.9448843386886
206.6862792084963,774.8864291067796,585.4139792895637
199.38817027221327,775.0485639846431,597.0774933336054
222.4266186720236,801.8834158453703,589.4836666955587
233.8525388384413,724.5216256315869,601.6896697649045
240.14214844008913,697.0739243268599,566.554327930537
236.83418904518877,697.2401380695753,582.2028929348963
232.84403950380613,697.2350394885104,578.2188616907915
233.88007117619168,728.390428943625,601.6764134541357
230.16218586367418,767.0733634829428,597.5659373996218
249.56432624800522,824.8871938939394,589.8120153161376
248.74549412898395,863.300923353031,558.2732125649432
241.8297787725676,840.3868803312039,585.7198941534572
264.7601372538023,832.437172734828,582.1651634350161
277.65852763176014,751.5838742078081,637.5755227320237
285.42060744494813,720.6426251574188,645.6455568415311
275.443704017172,636.1672946419012,708.5753034930381
274.5167819795751,601.1777722259895,689.0558957442145
258.9395971101243,616.7029515685786,680.9216195132896
290.2571214431024,628.1737392483673,693.1255831502094
314.94037209444616,669.8719746294607,618.7872515079054
353.63656294453256,731.4057297854008,611.3096725181383
360.96118450235303,754.4217444285256,595.6427526219454
379.67501644292395,758.9921124950928,690.0990654300908
375.1668510653485,782.0285214624771,666.4059592215488
372.0210265483117,824.716901286372,677.988915684765
402.79402242355957,836.0510469936218,674.4872102093989
431.98645816869174,796.7838150642677,635.810393967359
407.6121815298803,754.1668153752812,608.1169410553043
382.39357986672314,649.5480107885976,568.8456302610984
408.7695594316102,583.5366817414715,565.5386905824109
425.737637215563,591.5312568512184,608.9367928905386
426.1475631331801,553.0155557708291,628.695833949412
420.8134276230925,522.7748517587556,703.2860354963215
436.49870241111904,599.9622705001199,695.4107671834929
475.88524113739146,656.8104296574264,597.693401926244
493.5711991352807,663.988212080578,550.8394813723341
451.26419317503945,675.9219509210587,550.1654489555557
397.8341227636349,711.2255459305676,557.0954403389537
337.75856179225326,762.303131038632,591.3446487842434
307.88495561685187,820.7083968531559,606.3987192364366
298.2873866203036,809.704639198911,665.1608857255027
271.77782423151643,759.8252206410957,688.479756083882
234.3369040396058,663.849530675613,739.2626432063958
191.32527417619679,478.64867207456166,758.8666874008964
81.6776371135913,333.28710619834504,847.9807069692505
9.080012032651315,369.76133542035257,968.4336649110554
36.57038846089134,462.3678830181561,964.6087093961752
33.83214451418171,601.7059852243121,968.0216995610123
54.82330867319626,724.5736311584487,881.5803561868734
76.30658787659395,781.9132935304106,822.8396037382797
94.73622490860795,811.4534525041681,681.7292347539681
107.12322760575732,826.0221380389838,591.5995778374879
73.73241626855247,790.860283583079,524.4991918749013
49.823130222858985,678.8454773036664,524.5185664829479
62.721826515680696,578.6828325676966,583.9190753213381
55.042955545471706,543.9920870021873,591.7708901612682
47.58148807186961,540.2517679329843,599.5207333799004
29.022347080807414,583.0584348375849,610.8722142627707
17.979024437499046,637.3440471516777,614.4483590216844
3.844279137116141,761.3649921226923,625.5918177971072
-10.534280309789786,811.9490345836755,644.8287641549358
-1.762589671294479,750.3653133332995,688.339035246491
-29.25219111521264,619.1400733175958,700.1442898441364
-40.347111398897695,530.5226555449619,731.673915149414
-20.20577873177895,461.07896172495197,771.4561037663219
-13.016269572178066,426.13226738998543,763.831685641886
-27.121392116573958,438.16491870312495,798.9017656386229
-43.46244640116656,441.91339550203185,771.1716029429011
-44.11781801124747,484.22957890818986,743.547490733329
-72.62112953964912,576.7402731819735,680.0140720837392
-104.37815156042075,677.1547878225491,632.1047452493972
-130.9183054355973,777.8813356242958,623.51771501991
-139.99785859595278,821.0744749736149,686.029378024096
-154.34730514497818,778.979569985673,725.2027960618561
-166.15154002641066,705.6313827861707,733.1229318880556
-181.48297328853383,678.7373873850908,740.8330061743817
-206.8667689781934,666.762859896091,677.6993162802793
-210.96704787057766,709.2116064099362,661.7968419388885
-246.65711532480515,740.1212442577232,625.8365496882219
-219.00139191263077,740.083514757843,645.8739732732381
-215.82905477405643,720.5732844549364,630.2886306740835
-173.33340131441423,774.3398612166235,622.8946684137806
-183.9935146048855,766.9316229293388,650.2322403675058
-173.28037607133936,840.0055064675503,610.8997466005211
-210.56120081781245,863.7893674190473,641.6584664487873
-196.26579922807485,878.8373195739626,606.4996711415214
-192.30318202444263,874.9736148429893,610.4969586963949
-186.01357242279477,847.5248938220494,575.3616168620273
-180.92314908760895,785.0183293989284,512.8550524389063
-186.69270342063805,731.4975042445689,579.6678784294331
-184.74810460248915,730.9886658542928,524.7541209281458
-183.7936502271418,750.5376453732928,548.2504219075832
-179.06930501241507,797.0693356039015,563.8622771282753
-179.77902749664773,850.957258594933,532.272488566432
-175.35447884853647,912.8621904523973,536.0546160003671
-170.02034333844892,943.1018747482577,461.46543416967063
-153.59883344465237,1008.8878465123157,477.18741874136435
-154.1994462940964,1039.6312706173874,453.5269434516375
-134.82381853130275,1054.9576052984455,453.7655570454743
-104.59433139757206,1008.228090122519,446.526591649544
-129.05018533342172,954.0046804974177,418.87086823736956
-125.33331973711718,934.6310921670499,418.99221446671396
-133.55835071099716,919.113050837952,407.14719093676234
-125.30680711557974,957.8092416880382,414.9898283307756
-126.17968419388886,969.1760183141033,387.46666802628835
