acc_x[mg],acc_y[mg],acc_z[mg]
-636.1958466958646,-21.615128509735744,767.7820662509624
-651.4181703231991,-52.34325687161264,779.4313042680222
-659.6156689593287,-44.68314867972244,763.5838946021323
-640.566350384688,-37.16284358063152,755.9951665451506
-645.9198605028222,-37.50934314980141,712.7449230879047
-646.8478022566321,-14.570622995620319,681.2571061473593
-676.4481244869553,-14.024768906813234,716.1334400636304
-657.0174320486609,-10.270581697113695,720.3367102935255
-664.4786955790204,-33.32075683337328,732.0756833373273
-629.4157535957744,-18.045305991342612,740.3986070676532
-646.9650696211246,-25.189335807844678,791.180474473954
-650.9276868247567,-21.325019247143523,787.1831869190805
-673.6663386579517,-44.22203300821382,802.6186312349274
-670.4399565600894,-55.9947586586653,787.0077957304483
-667.1860421244769,-63.89878296869982,771.3847236314135
-659.9154655259442,-48.62027297803022,755.743296640545
-648.1652756037995,-2.3190284143922746,751.8388032610526
-654.7536620558499,1.882844804290966,783.1226769590024
-652.2645347799709,1.5110460758770836,743.915608286214
-652.7825506161636,5.242952486323056,728.1966828631593
-657.1805866427375,-14.173545502286716,716.4220197519031
-661.2798458189087,-10.343491406341617,708.4988247770647
-667.4868584073054,-9.90769528840124,751.5746967618912
-667.7315902984201,-25.416834494960057,747.6987554363621
-675.8199792997609,-40.90061335930211,739.7806590425885
-667.9773419057477,-40.92590232138396,743.8228141108331
-675.3845604768194,-17.61988038728822,747.5580345989712
-652.2370024422204,-13.929629384142395,747.8925015168279
-675.1938735449925,-9.848174453049717,751.4594688298248
-672.1581783789572,-10.08315785716835,727.9580692693224
-660.5976556724264,-10.172423814452438,728.1314210255287
-660.5711430508891,-6.303702079711217,728.119184430973
-687.8995375586975,-17.76998261383857,719.8992520381579
-660.5160783753882,1.4337413897712268,728.0936915256485
-660.0796398362336,-13.904340422060542,743.8503464485834
-667.7591226361704,-9.976097851967799,743.7218622057483
-671.6676948805148,-17.683816593841936,743.6892312869329
-651.0367964595455,1.8188780062508607,779.2538736469642
-663.6873957977496,-17.67494506278903,751.6583134913554
-664.2329439716927,-17.81168900694937,735.9516246628565
-656.3087292806413,-6.230853553456074,739.9560502312207
-641.3586698821719,5.119475050093559,724.4431074831875
-660.3804561190622,1.4679426715545065,732.0195989456136
-652.7285056568758,12.98037556148124,728.1711899578348
-667.4868584073054,9.401722300683721,747.5855669367216
-656.7441481035828,-10.202158739222876,728.1895448496684
-671.7217398398027,-25.42121927467586,743.7147241922574
-679.2656003834134,-21.458806014286225,747.5131670856001
-659.7523109318678,-25.40786099228585,755.6678376407847
-648.465072170415,-25.56561109043354,747.9883548408478
-652.6459086436246,-14.032212835167975,736.1127398245069
-663.2784895963455,-17.57225964014215,763.4380751836765
-655.8998230792371,-6.128239510944105,751.7358119235419
-659.971549917658,1.5705567140664753,743.7993606379346
-657.4803832093529,-18.110669800594497,708.5814217903159
-652.7550182784132,-10.19777395950707,732.1735760937732
-660.5160783753882,-17.875625213503085,732.0828213508182
-660.8434072797542,-6.372114840439906,720.265330158617
-647.9735689557597,-13.856821646535773,759.7303870332887
-655.2716778920427,-13.69468676867228,771.3939010773303
-667.9232969464599,-13.87905145997869,739.8081913803389
-659.2618274334254,-13.699071548388083,767.4098698332255
-655.8998230792371,-6.128239510944105,751.7358119235419
-652.6459086436246,-14.032212835167975,736.1127398245069
-648.9555556688575,-17.96495235375995,732.2571928232375
-660.9514971983298,-41.15646015713827,724.3064655106484
-649.5551488020884,-25.839200950375513,716.5759969000628
-656.4443515369674,-6.265054835239353,736.0301428112557
-678.9382714790474,-13.652980375561484,755.3405087364188
-651.9647382133553,5.448180571346995,751.7562062478013
-652.5908439681237,-6.29481015433405,736.0872469191825
-660.2703267680605,-21.676005567650527,739.9489122177299
-660.7067653072152,-25.64729035909307,728.1824068361775
-657.2356513182383,-21.91094818312064,716.4475126572275
-664.915134118175,-17.982695415865766,716.3190284143923
-660.5436107131386,-2.434980344969995,728.1059281202042
-655.490916877833,13.283741134842174,759.5254240744802
-664.2064313501553,5.3664299225525545,731.9492385269181
-667.6500130013818,-13.810628502087871,747.6610259364819
-664.3695859442319,-17.845951471705426,732.0257172428915
-660.8158749420037,-41.122197692382215,728.2323729306135
-660.1347045117344,-21.641743102894466,743.8758393539078
-676.1758602580903,-13.956345948922415,723.9862746197733
-664.7784921456359,-17.948534922731007,720.2459555505703
-679.1564907486247,-25.29334686156843,751.4523308163339
-667.4328134480174,-2.1702416217566656,751.5502235727798
-644.2842356972055,-17.78945919350645,755.8738203158061
-655.8722907414867,-2.259517776202883,751.723575328986
-650.8461095277186,-9.718884634406246,787.1454574192004
-631.8783682501161,-13.804816119673896,779.5944588620987
-636.7138625320574,-17.883171113479122,752.0631408279077
-625.9436198905846,-33.61841199594153,732.6538624300857
-628.9793150566198,-14.07402119990007,752.1661321654184
-645.1020481000139,-17.994728067178908,732.3142969311641
-652.4552217117977,-6.26060887255077,740.0141740553605
-655.7356487689477,-2.2253164944196033,755.649482748951
-670.9855047340326,-17.512810184925538,763.3218275353969
-667.8406999332087,-21.582293647677854,743.7595917056285
-664.0697893776163,-13.908827173397645,739.8663152044787
-653.0272825072783,-10.266094945776592,724.3207415376302
-648.7108237777427,-2.4558437386875234,736.1331341487665
-652.7815308999507,-14.066475299924035,732.185812688329
-660.4620334161003,-10.13822253266916,732.0583481617067
-655.48989716162,-6.025625468432136,763.5155736158628
-648.3019175763385,-2.3532296961755543,747.9128958410876
-659.6982659725799,-17.670458311451924,755.6423447354601
-672.0490687441686,-33.227044913400604,735.8873825414388
-652.1544054289692,-21.63287157184156,751.8439018421175
-633.2967935023684,-21.884231618340618,740.3537395542821
-652.0177634564302,-21.5987110787068,755.7708289782954
-660.7618299827159,-14.07534683097694,724.2177502001194
-653.0548148450287,-14.13489825781485,724.3329781321859
-656.090510011064,-13.899853670723438,747.8343776926882
