acc_x[mg],acc_y[mg],acc_z[mg]
-983.7538812948358,-136.1015229461641,209.59043098305744
-999.6308627309021,-143.82281411083298,197.60468661571488
-977.4377590716505,-140.37209444611565,170.45372272896455
-980.9629180199153,-151.84594127454332,182.21309009702603
-972.7103547082849,-151.768442842357,198.03500685759155
-965.8762166489066,-159.7701559655948,174.61620431034044
-953.4163042425293,-167.35786430636355,202.30149949269122
-946.1997726032846,-159.8170629113918,186.6855654071472
-949.6168416329737,-155.8156964916664,198.3939469645598
-957.8143402691034,-167.46493450872623,186.53668684005243
-946.6362111424392,-163.78783784472782,174.91804030938192
-962.21339601189,-167.5720047110889,170.77289390362662
-954.5339132119533,-171.4999515634799,170.90137814646187
-969.511504948173,-167.40986983322543,182.43742766388115
-946.417991872862,-171.45712348253483,182.7963677708494
-958.6331723881245,-167.6698974675348,162.97818317162336
-973.9656253664606,-155.9452004507146,162.7089780913972
-950.5447833867835,-152.18652648967793,170.89627956539698
-958.1151565519316,-152.09271259808398,174.7069590532955
-961.6688675541598,-167.43536273854988,186.47958273212566
-969.6756792584625,-152.00297757134192,174.53360729708925
-973.9656253664606,-155.9452004507146,162.7089780913972
-989.0247943997188,-163.4605089403619,174.28173739248368
-1004.4928696343808,-171.07880876752003,174.07575471746216
-992.4143310916573,-174.9007051337613,189.96803189672318
-996.3218836197888,-163.29837406249843,185.9462711527382
-984.0526581452382,-159.34799345342194,205.7399825628528
-992.0870021872914,-167.09477752341527,197.79639326375474
-980.6366088317621,-144.04001366419726,190.0404317478446
-969.4574599888853,-159.67226320914892,182.41193475855673
-964.9227819897724,-140.22117644659494,198.11250528977789
-972.2198712098424,-140.05904156873143,209.77703905003239
-941.9383785492498,-140.4342971351073,194.53330138222535
-965.7946393518685,-167.47411195464304,178.5686243518429
-961.6413352164093,-144.25721321756157,182.4771965961873
-965.4958625014659,-124.91829523843516,178.42892323066494
-964.8677173142717,-132.4845895387314,198.08701238445343
-961.7239322296607,-136.5532572285133,178.52477655468485
-965.5223751230035,-128.78607883426045,178.44217954143363
-965.4683301637156,-140.35883813534696,182.4068361774918
-976.9737881947456,-151.8408426934784,186.19712134113078
-969.5941019614244,-140.3975873514401,174.49587779720906
-961.8595544859867,-136.58792757975456,174.59886913471982
-965.6590170955424,-148.13009539445176,178.50540194663827
-964.9227819897724,-140.22117644659494,198.11250528977789
-976.7280365874179,-155.64132501924715,194.06321220804253
-961.8870868237371,-140.45673089179283,174.61110572927558
-962.2959930251412,-140.5597222293036,162.83134403695453
-958.6607047258748,-152.22935457062303,159.00027022479648
-962.541744632469,-156.06858611248492,158.95540271142545
-973.6107641243443,-163.57981573728034,174.51321297282968
-972.7654193837856,-140.19670325748345,194.07035022153337
-960.9061198268523,-117.03894806075469,198.09415039794428
-953.9353397949352,-125.00701054896423,178.60227498687118
-964.9768269490603,-128.6494368617214,194.14784865371968
-957.1607021765844,-132.5437330790841,198.2032600327329
-957.3248764868738,-136.44618702615062,194.28856949111065
-976.7280365874179,-155.64132501924715,194.06321220804253
-976.5913946148788,-155.60767438421888,197.99013934422052
-977.3000973828985,-159.64677030382447,178.3697796903122
-980.7446987503379,-159.51420719613733,190.0914175584935
-968.8578668556543,-151.79801461253334,198.0931306817313
-969.0210214497307,-155.70148827581286,194.17844014010902
-969.4849923266356,-144.23172031223712,178.4350415279428
-973.3109675577288,-159.64269143897255,182.35381093441697
-962.3510577006421,-148.29630913716716,162.856836942279
-973.9380930287101,-152.07639713867633,162.69572178062847
-965.7395746763677,-159.73650533056653,178.54313144651846
-962.4316152814673,-159.9027190732819,162.89456644215917
-966.2310778910231,-152.13554067902905,162.81196942890796
-957.9244696201049,-144.3204356227662,178.60839328414903
-977.5458489902261,-155.84628797805573,170.50368882340047
-977.6284460034774,-148.14335170522045,166.552288498111
-974.0747350012492,-152.1100477737046,158.76981436066345
-969.7572565555008,-144.30004129850664,170.5811872555868
-981.0455150331665,-144.14198528549508,178.26168977173657
-962.8415411990844,-140.69636420184264,147.1256749246685
-958.1151565519316,-132.78336638913393,170.71680951191286
-950.299031779456,-136.67766260649663,174.77222089092606
-934.8034242070432,-144.4999056762503,178.95509679656155
-926.4152386390869,-144.38773689282274,198.70394069330507
-938.930215720965,-144.5376351761305,171.04413841627877
-935.2123304084475,-144.60187729754813,167.1753351042405
-939.8846700963122,-144.7772684861803,143.55870761167168
-935.0216434766206,-156.13996624739337,175.0669188764767
-954.0169170919735,-136.61342048507902,178.64102420296433
-965.4683301637156,-140.35883813534696,182.4068361774918
-966.0679232969467,-148.23308673196252,166.72564025431723
-976.9462558569951,-147.97203938144014,186.18488474657505
-980.6631214532997,-147.90881697623553,190.05368805861332
-969.511504948173,-148.10052362427538,178.44727812249855
-993.3687854670046,-155.82997251864808,158.49245155073345
-969.6756792584625,-152.00297757134192,174.53360729708925
-984.8164255887588,-151.81636950436695,182.15496627288627
-976.8911911814944,-159.54479868252668,190.14954138263323
-973.7474060968834,-144.30412016335856,166.59715601148204
-977.2460524236106,-151.90916367974793,178.34428678498776
-973.0111709911133,-136.39622093171474,186.20425935462166
-969.0760861252314,-144.12872897472633,190.21480322026383
-972.4931551549204,-140.12838227121395,201.9231847776764
-968.9669764904428,-147.96388165173633,194.15396695099756
-969.1851957600201,-140.29459601392935,186.2746197733171
-969.1301310845193,-132.55698938985282,186.25014658420562
-980.5274991969736,-128.56480041604425,189.99046565340868
-976.7280365874179,-155.64132501924715,194.06321220804253
-964.8412046927341,-128.61578622669313,198.0747757898977
-965.4132654882148,-151.93057772022047,186.37047309733703
-984.8439579265092,-155.68415310019225,182.168222583655
-980.9904503576655,-155.71474458658156,182.22532669158176
-965.3857331504644,-148.0617744081822,186.3582365027813
-962.2694804036039,-136.69091891726532,162.8191074423988
-977.8731778945921,-144.3428693794517,158.68619763119924
-985.171286830875,-144.1807345015882,170.3507313914538
-969.375882691847,-128.75650706408408,178.3840557172939
-981.2086696272429,-148.04545894877458,174.34699923011428
-976.4557723585528,-136.26365782402758,197.9269169390159
-961.4781806223328,-140.35373955428207,186.3908674215966
-973.0111709911133,-136.39622093171474,186.20425935462166
-981.1270923302046,-155.74839522160983,178.29941927161673
-976.7831012629186,-144.06958543437364,190.09855557198435
-962.023728796276,-140.4903815268211,170.68417859309756
-969.5665696236739,-136.52878403940184,174.48262148644034
-969.1025987467689,-147.9975322867646,190.22703981481956
-981.0720276547038,-148.01078859753332,178.27392636629227
-973.3925448547669,-151.93975516613727,178.40241060912751
-973.3925448547669,-151.93975516613727,178.40241060912751
-981.017982695416,-159.58354789861983,182.23858300235048
-977.3276297206489,-144.20622740691266,174.39288645969827
-969.8123212310015,-152.03764792258315,170.60668016091122
-969.320818016346,-159.63861257412066,186.33784217852175
-977.4907843147254,-167.41904727914223,174.46834545945865
-969.4299276511348,-155.80345989711066,182.398678447788
-962.1593510526022,-159.8343980870124,170.7474009983022
-972.8204840592864,-147.93329016534702,194.0958431268578
-961.2599613527557,-148.02302519208908,194.26919488306407
-965.8221716896188,-152.0325493415183,174.59173112122897
-976.9462558569951,-147.97203938144014,186.18488474657505
-965.2225785563879,-144.1583007449027,190.2719073281906
-972.6838420867473,-147.89963953031872,198.02175054682283
-987.7970560792933,-163.15255464404257,209.62102246944679
-981.1546246679551,-140.30785232469805,174.32150632478985
-976.4007076830519,-128.52605119995107,197.90142403369146
-983.8895035511617,-136.13619329740536,205.66350384687942
-988.0703400243714,-143.91152942136205,197.77803837192113
-972.9020613563247,-140.23035389251172,190.14342308535538
-988.1243849836591,-151.64913604543858,197.80353127724555
-976.8106336006691,-128.62904253746183,186.1216623413704
-964.7320950579455,-132.44991918749014,202.01393952063142
-976.6189269526293,-140.1661117710941,194.01222639739362
-969.1025987467689,-147.9975322867646,190.22703981481956
-980.6906537910502,-151.7776202882738,190.06592465316905
-969.6216342991746,-144.26537094726538,174.5081143917648
-964.8952496520219,-136.35339285076964,198.10026869522216
-965.6039524200417,-159.70183497932527,182.47005858269645
-965.1134689215992,-147.9934534219127,194.21107105892432
-958.1426888896821,-155.96151591012224,174.71919564785122
-965.5488877445408,-151.96422835524874,182.444565677372
-969.2392407193079,-148.03220263800586,186.30011267864157
-977.4367393554376,-159.68144065506573,174.44285255413422
-980.9088730606273,-163.41768085941683,186.1777467330842
-984.7899129672213,-147.9475661923287,182.14272967833054
-954.2341166453376,-148.25348105622206,174.75182656666652
-986.0706765307216,-155.99210739651156,146.82893750669191
-973.9105606909599,-148.20759382663806,162.68348518607274
-970.3843820264822,-156.04309320716047,154.9132476431809
-977.0003008162829,-155.7096460055167,186.2103776518995
-976.6189269526293,-140.1661117710941,194.01222639739362
-972.5196677764579,-143.99616586703922,201.93644108844512
-984.4625840628554,-140.14163858198265,189.97007132914914
-973.9931577042111,-140.5046575538028,158.73106514457027
-969.5941019614244,-140.3975873514401,174.49587779720906
-962.2959930251412,-140.5597222293036,162.83134403695453
-953.6345235121067,-140.3792324596065,190.4330224898411
-954.4798682526655,-144.45299873045334,166.88675541596777
-946.5005888861131,-144.4448410007495,174.85481790417728
-945.9275083744195,-140.43837599995922,190.54825042190762
-954.4808879688784,-125.1436525215033,162.8966058745851
-957.8418726068536,-152.02439161181445,182.55979360943851
-968.9669764904428,-128.65453544278628,190.16381740961492
-957.0791248795462,-120.93732314296933,198.16451081663976
-973.6382964620948,-128.8299266314185,166.54617020083313
-968.9119118149421,-140.22627502765982,194.12847404567313
-957.6797377289901,-128.81157173958488,182.48433460967814
-957.7062503505276,-132.68037505162314,182.49657120423387
-953.9618524164725,-128.8758138610025,178.61553129763988
-966.0954556346969,-132.7925438350507,162.74874702370332
-953.7986978223961,-124.97234019772299,182.52920212304917
-965.0859365838488,-144.12465010987444,194.1988344643686
-973.0387033288636,-140.26502424375298,186.21751566539035
-949.508751714398,-121.03113703456329,194.35383132874125
-961.9686641207753,-132.75379461895756,170.6597054039861
-969.1036184629819,-128.68818607781455,186.23689027343693
-958.0611115926439,-125.0457597650574,170.6923363228014
-969.0210214497307,-136.39112235064982,190.18931031493938
-973.0111709911133,-136.39622093171474,186.20425935462166
-977.1104301672844,-132.56616683576962,178.28106437978312
-961.4506482845826,-136.4849362422438,186.37761111082787
-961.3140063120435,-136.45128560721554,190.30453824700587
-961.5872902571216,-136.51960659348504,182.45170369086284
-954.0169170919735,-136.61342048507902,178.64102420296433
-953.0073980411253,-128.63618055095267,206.10096210224697
-957.6797377289901,-128.81157173958488,182.48433460967814
-953.525413877318,-124.90401921145347,190.3820366791922
-961.5057129600833,-124.91319665737026,182.41397419098266
-969.320818016346,-140.32824664895762,182.34871235335208
-980.4724345214728,-140.13654000091776,193.95512228946686
-965.1950462186375,-140.29051714907743,190.25967073363486
-964.9227819897724,-140.22117644659494,198.11250528977789
-965.1134689215992,-128.68410721296266,190.22194123375468
-949.8636129565143,-113.39652174799754,182.54959644730874
-960.7419455165627,-132.44584032263822,205.9979707647362
-961.0417420831784,-136.382964620946,198.15737280314892
-973.1743255851898,-140.29867487878127,182.29058852921236
-965.5499074607537,-132.6548821462987,178.4544161359894
-972.656309748997,-144.03083621828048,198.0095139522671
-976.8646785599568,-155.6759953704884,190.13628507186453
-957.6246730534893,-140.38331132445842,186.44899124573635
-980.6631214532997,-147.90881697623553,190.05368805861332
-977.3276297206489,-144.20622740691266,174.39288645969827
-973.6382964620948,-148.13927284036853,170.53631974221577
-957.0515925417957,-136.37786603988113,202.14242376346664
-961.3140063120435,-155.76063181616558,194.29468778838853
-965.2766235156756,-132.5865611600292,186.3072506921324
-972.7654193837856,-140.19670325748345,194.07035022153337
-968.8578668556543,-151.79801461253334,198.0931306817313
-966.1495005939848,-140.52913074291428,162.7732202128148
-965.6039524200417,-140.39248877037522,178.47990904131382
-953.9618524164725,-128.8758138610025,178.61553129763988
-957.9795342956056,-132.74869603789267,174.64373664809085
-977.4377590716505,-140.37209444611565,170.45372272896455
-969.6756792584625,-152.00297757134192,174.53360729708925
-976.6464592903795,-144.0349150831324,194.02548270816234
-962.214415728103,-148.26265850213886,166.78376407845698
-965.167513880887,-136.42171383703916,190.24641442286614
-957.5155634187007,-144.2184640014684,190.38815497647008
-953.9343200787223,-144.3163567579143,182.59242452825382
-945.8734634151317,-132.70178909209568,190.52377723279614
-961.4781806223328,-140.35373955428207,186.3908674215966
-957.9244696201049,-125.01108941381615,174.61824374276642
-949.5638163898988,-128.76874365863983,194.37932423406568
-946.5821661831513,-136.74088501170127,170.90341757888783
-949.9451902535526,-144.31227789306237,186.57645577235857
-934.6667822345044,-144.46523532500908,182.88202393273954
-938.7660414106755,-140.63518122906396,174.95780924168807
